version,company_name,industry,market_cap,goal,impact
Previous,"I'rom Group Co., Ltd.",Health Care Services,141.612172,03 - Health,-299.8636493
Previous,"I'rom Group Co., Ltd.",Health Care Services,141.612172,13 - Climate change,-931.1154652
Previous,Bank fuer Tirol und Vorarlberg Aktiengesellschaft,Banks,1149.307272,03 - Health,-191.5193481
Previous,Bank fuer Tirol und Vorarlberg Aktiengesellschaft,Banks,1149.307272,13 - Climate change,-314.0373466
Previous,CARE TWENTYONE CORPORATION,Health Care Services,86.76799364,03 - Health,-38.51262251
Previous,CARE TWENTYONE CORPORATION,Health Care Services,86.76799364,13 - Climate change,-996.4870702
Previous,Kreditna Banka Zagreb dd,Banks,,03 - Health,-191.5193481
Previous,Kreditna Banka Zagreb dd,Banks,,13 - Climate change,-177.1036765
Previous,Istarska Kreditna Banka Umag DD,Banks,32.59610016,03 - Health,-191.5193481
Previous,Istarska Kreditna Banka Umag DD,Banks,32.59610016,13 - Climate change,-177.1036765
Previous,UNION INTERNATIONALE DE BANQUES S.A.,Banks,201.1519601,03 - Health,-191.5193481
Previous,UNION INTERNATIONALE DE BANQUES S.A.,Banks,201.1519601,13 - Climate change,-447.286608
Previous,GODAVARI DRUGS LIMITED,Pharmaceuticals,1.218543275,03 - Health,86421600.94
Previous,GODAVARI DRUGS LIMITED,Pharmaceuticals,1.218543275,13 - Climate change,-5231.132313
Previous,IMMUPHARMA PLC,Pharmaceuticals,44.25261138,03 - Health,77600781.99
Previous,IMMUPHARMA PLC,Pharmaceuticals,44.25261138,13 - Climate change,-3580.456936
Previous,SYSCHEM (INDIA) LIMITED,Pharmaceuticals,1.995444067,03 - Health,86421600.94
Previous,SYSCHEM (INDIA) LIMITED,Pharmaceuticals,1.995444067,13 - Climate change,-6806.96719
Previous,CHOONG ANG VACCINE LABORATORY,Pharmaceuticals,146.6288578,03 - Health,-62.20573135
Previous,CHOONG ANG VACCINE LABORATORY,Pharmaceuticals,146.6288578,13 - Climate change,-2481.379778
Previous,PHARMAXIS LTD,Pharmaceuticals,18.33751314,03 - Health,19004962.78
Previous,PHARMAXIS LTD,Pharmaceuticals,18.33751314,13 - Climate change,-8472.244961
Previous,"MEDICAL MARIJUANA, INC.",Health Care Services,56.6762,03 - Health,-38.51262251
Previous,"MEDICAL MARIJUANA, INC.",Health Care Services,56.6762,13 - Climate change,-406.1582601
Previous,"Karula Co., Ltd.",Restaurants,22.38767372,03 - Health,-365.5681145
Previous,"Karula Co., Ltd.",Restaurants,22.38767372,13 - Climate change,-1639.845467
Previous,DIP Corporation,Technology,1305.102606,03 - Health,-8.220384721
Previous,DIP Corporation,Technology,1305.102606,13 - Climate change,-471.8511847
Previous,VIRGIN AUSTRALIA HOLDINGS LIMITED,Airlines,1008.810575,03 - Health,-20398.55871
Previous,VIRGIN AUSTRALIA HOLDINGS LIMITED,Airlines,1008.810575,13 - Climate change,-40243.56624
Previous,Audioboom Group Plc,Technology,54.50750113,03 - Health,-13.19511334
Previous,Audioboom Group Plc,Technology,54.50750113,13 - Climate change,-823.9288487
Previous,SURNADAL SPAREBANK,Banks,27.29243863,03 - Health,-191.5193481
Previous,SURNADAL SPAREBANK,Banks,27.29243863,13 - Climate change,-177.1036765
Previous,MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED,Pharmaceuticals,321.9890276,03 - Health,-324.3203163
Previous,MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED,Pharmaceuticals,321.9890276,13 - Climate change,-1196.587079
Previous,SINCLAIR PHARMA LIMITED,Pharmaceuticals,209.653664,03 - Health,-324.3203163
Previous,SINCLAIR PHARMA LIMITED,Pharmaceuticals,209.653664,13 - Climate change,-491.386189
Previous,"AfreecaTV Co., Ltd.",Technology,568.8588158,03 - Health,-21.03889394
Previous,"AfreecaTV Co., Ltd.",Technology,568.8588158,13 - Climate change,-952.9733493
Previous,NORWEGIAN AIR SHUTTLE ASA,Airlines,393.2746338,03 - Health,-24836.84284
Previous,NORWEGIAN AIR SHUTTLE ASA,Airlines,393.2746338,13 - Climate change,-51987.47804
Previous,"Alfa-Bank, Public Joint Stock Company",Banks,,03 - Health,-191.5193481
Previous,"Alfa-Bank, Public Joint Stock Company",Banks,,13 - Climate change,-177.1036765
Previous,Y.S.P. Southeast Asia Holding Bhd.,Pharmaceuticals,78.45784864,03 - Health,79004690.92
Previous,Y.S.P. Southeast Asia Holding Bhd.,Pharmaceuticals,78.45784864,13 - Climate change,-1939.59971
Previous,Colinz Laboratories Ltd.,Pharmaceuticals,0.571870108,03 - Health,86421600.94
Previous,Colinz Laboratories Ltd.,Pharmaceuticals,0.571870108,13 - Climate change,-9548.019812
Previous,"UNIVERSAL VISION BIOTECHNOLOGY CO., LTD.",Health Care Services,606.9118113,03 - Health,58751076.36
Previous,"UNIVERSAL VISION BIOTECHNOLOGY CO., LTD.",Health Care Services,606.9118113,13 - Climate change,-1257.009748
Previous,DOLPHIN MEDICAL SERVICES LTD,Health Care Services,0.105774465,03 - Health,216669377.8
Previous,DOLPHIN MEDICAL SERVICES LTD,Health Care Services,0.105774465,13 - Climate change,-406.1582601
Previous,Public Joint Stock Company West Siberian Commercial Bank,Banks,19.1723,03 - Health,-191.5193481
Previous,Public Joint Stock Company West Siberian Commercial Bank,Banks,19.1723,13 - Climate change,-177.1036765
Previous,AGRICULTURAL BANK OF CHINA LIMITED,Banks,107590.3738,03 - Health,-261.8460313
Previous,AGRICULTURAL BANK OF CHINA LIMITED,Banks,107590.3738,13 - Climate change,-65.64137514
Previous,Source Natural Foods & Herbal Supplements Ltd.,Pharmaceuticals,6.520067361,03 - Health,-324.3203163
Previous,Source Natural Foods & Herbal Supplements Ltd.,Pharmaceuticals,6.520067361,13 - Climate change,-12268.42877
Previous,Y's table corp.,Restaurants,47.79149705,03 - Health,-365.5681145
Previous,Y's table corp.,Restaurants,47.79149705,13 - Climate change,-1676.530481
Previous,"ESTECHPHARMA CO., LTD",Pharmaceuticals,127.7633707,03 - Health,71207500.63
Previous,"ESTECHPHARMA CO., LTD",Pharmaceuticals,127.7633707,13 - Climate change,-1886.255799
Previous,BODY AND MIND INC.,Pharmaceuticals,25.70245629,03 - Health,-324.3203163
Previous,BODY AND MIND INC.,Pharmaceuticals,25.70245629,13 - Climate change,-9033.42094
Previous,"Flying Garden Co., Ltd.",Restaurants,17.54138804,03 - Health,-365.5681145
Previous,"Flying Garden Co., Ltd.",Restaurants,17.54138804,13 - Climate change,-959.6397071
Previous,"ZhuZhou QianJin Pharmaceutical Co.,Ltd",Pharmaceuticals,519.098604,03 - Health,13851505.23
Previous,"ZhuZhou QianJin Pharmaceutical Co.,Ltd",Pharmaceuticals,519.098604,13 - Climate change,-2469.963656
Previous,CIPHER PHARMACEUTICALS INC.,Pharmaceuticals,19.34464708,03 - Health,-330.2495921
Previous,CIPHER PHARMACEUTICALS INC.,Pharmaceuticals,19.34464708,13 - Climate change,-2063.875425
Previous,National Pharmaceutical Industries Company SAOG,Pharmaceuticals,14.283885,03 - Health,78061841.26
Previous,National Pharmaceutical Industries Company SAOG,Pharmaceuticals,14.283885,13 - Climate change,-1298.330355
Previous,"Guizhou Yibai Pharmaceutical Co., Ltd.",Pharmaceuticals,593.4569416,03 - Health,11182338.27
Previous,"Guizhou Yibai Pharmaceutical Co., Ltd.",Pharmaceuticals,593.4569416,13 - Climate change,-2641.29995
Previous,MNC MEDIA INVESTMENT LTD,Technology,,03 - Health,-13.19511334
Previous,MNC MEDIA INVESTMENT LTD,Technology,,13 - Climate change,-2165.953468
Previous,Captor Capital Corp.,Pharmaceuticals,5.824608928,03 - Health,-324.3203163
Previous,Captor Capital Corp.,Pharmaceuticals,5.824608928,13 - Climate change,-12704.25018
Previous,"Zhejiang CONBA Pharmaceutical Co., Ltd.",Pharmaceuticals,1737.779444,03 - Health,10207187.61
Previous,"Zhejiang CONBA Pharmaceutical Co., Ltd.",Pharmaceuticals,1737.779444,13 - Climate change,-1981.791744
Previous,DELTA 9 CANNABIS INC.,Pharmaceuticals,40.09266386,03 - Health,-324.3203163
Previous,DELTA 9 CANNABIS INC.,Pharmaceuticals,40.09266386,13 - Climate change,-6636.60317
Previous,"Jianmin Pharmaceutical Group Co., Ltd.",Pharmaceuticals,558.8446256,03 - Health,-324.3203163
Previous,"Jianmin Pharmaceutical Group Co., Ltd.",Pharmaceuticals,558.8446256,13 - Climate change,-1783.780522
Previous,BIOELECTRONICS CORPORATION,Pharmaceuticals,31.3752,03 - Health,-324.3203163
Previous,BIOELECTRONICS CORPORATION,Pharmaceuticals,31.3752,13 - Climate change,-6563.866587
Previous,"SYN-TECH Chemical & Pharmaceutical Co., Ltd.",Pharmaceuticals,77.41366411,03 - Health,78238336.59
Previous,"SYN-TECH Chemical & Pharmaceutical Co., Ltd.",Pharmaceuticals,77.41366411,13 - Climate change,-3958.153161
Previous,"Syngen Biotech Co., Ltd.",Pharmaceuticals,97.638498,03 - Health,6215607.552
Previous,"Syngen Biotech Co., Ltd.",Pharmaceuticals,97.638498,13 - Climate change,-2259.075933
Previous,Bank of Sharjah PSC,Banks,360.181458,03 - Health,-413.4495576
Previous,Bank of Sharjah PSC,Banks,360.181458,13 - Climate change,-278.0461545
Previous,"Joint-Stock Commercial Bank ""AK BARS"" (Public Joint-Stock Company)",Banks,,03 - Health,-191.5193481
Previous,"Joint-Stock Commercial Bank ""AK BARS"" (Public Joint-Stock Company)",Banks,,13 - Climate change,-985.714783
Previous,THE BANK OF MAHARASHTRA LIMITED,Banks,727.0129387,03 - Health,-191.5193481
Previous,THE BANK OF MAHARASHTRA LIMITED,Banks,727.0129387,13 - Climate change,-525.6317312
Previous,"Mayinglong Pharmaceutical Group Co., Ltd.",Pharmaceuticals,1246.306091,03 - Health,14247928.24
Previous,"Mayinglong Pharmaceutical Group Co., Ltd.",Pharmaceuticals,1246.306091,13 - Climate change,-1681.299751
Previous,DISHMAN PHARMACEUTICALS AND CHEMICALS LIMITED,Pharmaceuticals,,03 - Health,-324.3203163
Previous,DISHMAN PHARMACEUTICALS AND CHEMICALS LIMITED,Pharmaceuticals,,13 - Climate change,-1298.330355
Previous,LUYE PHARMA GROUP LTD.,Pharmaceuticals,1474.729272,03 - Health,125930964.6
Previous,LUYE PHARMA GROUP LTD.,Pharmaceuticals,1474.729272,13 - Climate change,-1704.039449
Previous,"THERAGEN ETEX CO.,LTD.",Pharmaceuticals,285.905044,03 - Health,9028465.661
Previous,"THERAGEN ETEX CO.,LTD.",Pharmaceuticals,285.905044,13 - Climate change,-1840.688235
Previous,"SHANGHAI SHYNDEC PHARMACEUTICAL CO., LTD.",Pharmaceuticals,1402.061513,03 - Health,77589478.76
Previous,"SHANGHAI SHYNDEC PHARMACEUTICAL CO., LTD.",Pharmaceuticals,1402.061513,13 - Climate change,-1865.711109
Previous,DIGIRAD CORPORATION,Health Care Services,17.2261,03 - Health,42128987.95
Previous,DIGIRAD CORPORATION,Health Care Services,17.2261,13 - Climate change,-1062.444208
Previous,PANION & BF BIOTECH INC.,Pharmaceuticals,217.8499629,03 - Health,37104311.55
Previous,PANION & BF BIOTECH INC.,Pharmaceuticals,217.8499629,13 - Climate change,-2229.326374
Previous,ZHEJIANG NHU COMPANY LTD.,Pharmaceuticals,10388.99216,03 - Health,-264.2878608
Previous,ZHEJIANG NHU COMPANY LTD.,Pharmaceuticals,10388.99216,13 - Climate change,-2483.256676
Previous,Gol Intelligent Airlines Inc.,Airlines,2194.863258,03 - Health,-332.5043803
Previous,Gol Intelligent Airlines Inc.,Airlines,2194.863258,13 - Climate change,-41936.85429
Previous,Diversified Royalty Corp.,Restaurants,222.4253843,03 - Health,-365.5681145
Previous,Diversified Royalty Corp.,Restaurants,222.4253843,13 - Climate change,-2167.670704
Previous,TENCENT HOLDINGS LIMITED,Technology,688542.8166,03 - Health,-14.33618631
Previous,TENCENT HOLDINGS LIMITED,Technology,688542.8166,13 - Climate change,-639.7941208
Previous,"Towa Food Service Co., Ltd.",Restaurants,89.62605719,03 - Health,-365.5681145
Previous,"Towa Food Service Co., Ltd.",Restaurants,89.62605719,13 - Climate change,-1536.509377
Previous,DAH SING BANKING GROUP LIMITED,Banks,1436.098932,03 - Health,-70.80797225
Previous,DAH SING BANKING GROUP LIMITED,Banks,1436.098932,13 - Climate change,-403.3406525
Previous,SOLOCAL GROUP SA,Technology,386.6550732,03 - Health,-21.03889394
Previous,SOLOCAL GROUP SA,Technology,386.6550732,13 - Climate change,-385.3016355
Previous,"YIFAN PHARMACEUTICAL CO.,LTD.",Pharmaceuticals,3303.516584,03 - Health,73848588.48
Previous,"YIFAN PHARMACEUTICAL CO.,LTD.",Pharmaceuticals,3303.516584,13 - Climate change,-2525.199143
Previous,"Zhejiang Jingxin Pharmaceutical Co., Ltd.",Pharmaceuticals,913.2153076,03 - Health,19149630.29
Previous,"Zhejiang Jingxin Pharmaceutical Co., Ltd.",Pharmaceuticals,913.2153076,13 - Climate change,-2080.324297
Previous,Sosei Group Corporation,Pharmaceuticals,1334.925478,03 - Health,77600737.77
Previous,Sosei Group Corporation,Pharmaceuticals,1334.925478,13 - Climate change,-718.2341255
Previous,VECTURA GROUP PLC,Pharmaceuticals,980.2606853,03 - Health,28691617.29
Previous,VECTURA GROUP PLC,Pharmaceuticals,980.2606853,13 - Climate change,-683.0355721
Previous,Investor.BG AD,Technology,48.30552263,03 - Health,-13.19511334
Previous,Investor.BG AD,Technology,48.30552263,13 - Climate change,-374.5562273
Previous,VERITAS INVESTMENTS LIMITED,Restaurants,3.647564077,03 - Health,-365.5681145
Previous,VERITAS INVESTMENTS LIMITED,Restaurants,3.647564077,13 - Climate change,-1801.284675
Previous,BANK ALFALAH LIMITED,Banks,405.4320193,03 - Health,-545.8719342
Previous,BANK ALFALAH LIMITED,Banks,405.4320193,13 - Climate change,-543.1511863
Previous,Banque Centrale Populaire SA,Banks,5282.765309,03 - Health,-335.3268415
Previous,Banque Centrale Populaire SA,Banks,5282.765309,13 - Climate change,-371.3052375
Previous,The Jordanian Pharmaceutical Manufacturing Co.,Pharmaceuticals,8.56836225,03 - Health,78460768.62
Previous,The Jordanian Pharmaceutical Manufacturing Co.,Pharmaceuticals,8.56836225,13 - Climate change,-1679.755363
Previous,Bank of Palestine PLC,Banks,343.332,03 - Health,-191.5193481
Previous,Bank of Palestine PLC,Banks,343.332,13 - Climate change,-477.5724629
Previous,CREDIT BANK OF MOSCOW (public joint-stock company),Banks,2950.246724,03 - Health,-458.2796528
Previous,CREDIT BANK OF MOSCOW (public joint-stock company),Banks,2950.246724,13 - Climate change,-164.6750623
Previous,National Bank of Umm Al-Qaiwain (PSC),Banks,1006.221216,03 - Health,-191.5193481
Previous,National Bank of Umm Al-Qaiwain (PSC),Banks,1006.221216,13 - Climate change,-238.3654241
Previous,National Bank of Malawi,Banks,412.1490078,03 - Health,-191.5193481
Previous,National Bank of Malawi,Banks,412.1490078,13 - Climate change,-177.1036765
Previous,National Bank of Fujairah PJSC,Banks,2596.004455,03 - Health,-191.5193481
Previous,National Bank of Fujairah PJSC,Banks,2596.004455,13 - Climate change,-171.3385965
Previous,The National Bank of Ras Al Khaimah (P.S.C),Banks,1779.508754,03 - Health,-396.1170876
Previous,The National Bank of Ras Al Khaimah (P.S.C),Banks,1779.508754,13 - Climate change,-220.4599157
Previous,United Arab Bank PJSC,Banks,476.7326931,03 - Health,-191.5193481
Previous,United Arab Bank PJSC,Banks,476.7326931,13 - Climate change,-300.2364975
Previous,"ES BANCSHARES, INC.",Banks,28.9202,03 - Health,-191.5193481
Previous,"ES BANCSHARES, INC.",Banks,28.9202,13 - Climate change,-177.1036765
Previous,BEXIMCO PHARMACEUTICALS LIMITED,Pharmaceuticals,330.5801649,03 - Health,85356499.15
Previous,BEXIMCO PHARMACEUTICALS LIMITED,Pharmaceuticals,330.5801649,13 - Climate change,-2561.34749
Previous,Oberbank AG,Banks,3327.838906,03 - Health,-191.5193481
Previous,Oberbank AG,Banks,3327.838906,13 - Climate change,-290.4516902
Previous,"TEXAS ROADHOUSE, INC.",Restaurants,5492.6,03 - Health,-409.344449
Previous,"TEXAS ROADHOUSE, INC.",Restaurants,5492.6,13 - Climate change,-3047.765291
Previous,Oishi Group Public Company Limited,Restaurants,494.51235,03 - Health,-365.5681145
Previous,Oishi Group Public Company Limited,Restaurants,494.51235,13 - Climate change,-1801.284675
Previous,"INNOVIVA, INC.",Pharmaceuticals,1256.25,03 - Health,19004534.34
Previous,"INNOVIVA, INC.",Pharmaceuticals,1256.25,13 - Climate change,-655.3642335
Previous,PHARMESIS INTERNATIONAL LTD.,Pharmaceuticals,4.87494039,03 - Health,27950508.53
Previous,PHARMESIS INTERNATIONAL LTD.,Pharmaceuticals,4.87494039,13 - Climate change,-7825.497226
Previous,Acrux Ltd.,Pharmaceuticals,17.1834049,03 - Health,32807753.71
Previous,Acrux Ltd.,Pharmaceuticals,17.1834049,13 - Climate change,-3232.058618
Previous,BIONET CORP.,Health Care Services,64.21921839,03 - Health,-38.51262251
Previous,BIONET CORP.,Health Care Services,64.21921839,13 - Climate change,-926.1505113
Previous,SUNIL HEALTHCARE LIMITED,Pharmaceuticals,2.133469602,03 - Health,84642128.18
Previous,SUNIL HEALTHCARE LIMITED,Pharmaceuticals,2.133469602,13 - Climate change,-5423.452202
Previous,"PUBLIC JOINT STOCK COMPANY ""IBOX BANK""",Banks,,03 - Health,-191.5193481
Previous,"PUBLIC JOINT STOCK COMPANY ""IBOX BANK""",Banks,,13 - Climate change,-177.1036765
Previous,Sfinks Polska SA,Restaurants,2.703600937,03 - Health,-365.5681145
Previous,Sfinks Polska SA,Restaurants,2.703600937,13 - Climate change,-1801.284675
Previous,"Excite Japan Co., Ltd.",Technology,44.22492707,03 - Health,-13.19511334
Previous,"Excite Japan Co., Ltd.",Technology,44.22492707,13 - Climate change,-374.5562273
Previous,SIR Royalty Income Fund,Restaurants,19.6998466,03 - Health,-365.5681145
Previous,SIR Royalty Income Fund,Restaurants,19.6998466,13 - Climate change,-1801.284675
Previous,ALLERGY THERAPEUTICS PLC,Pharmaceuticals,118.194195,03 - Health,-324.3203163
Previous,ALLERGY THERAPEUTICS PLC,Pharmaceuticals,118.194195,13 - Climate change,-955.769614
Previous,SAREUM HOLDINGS PLC,Pharmaceuticals,22.54605273,03 - Health,156680166.4
Previous,SAREUM HOLDINGS PLC,Pharmaceuticals,22.54605273,13 - Climate change,-1298.330355
Previous,Relentless Resources Ltd.,Pharmaceuticals,10.62814648,03 - Health,-324.3203163
Previous,Relentless Resources Ltd.,Pharmaceuticals,10.62814648,13 - Climate change,-1298.330355
Previous,Citibank del Peru S.A,Banks,,03 - Health,-191.5193481
Previous,Citibank del Peru S.A,Banks,,13 - Climate change,-177.1036765
Previous,Food Capitals Public Company Limited,Restaurants,278.3888364,03 - Health,-365.5681145
Previous,Food Capitals Public Company Limited,Restaurants,278.3888364,13 - Climate change,-1801.284675
Previous,ZENITH BANK PLC,Banks,2145.468727,03 - Health,-282.2701421
Previous,ZENITH BANK PLC,Banks,2145.468727,13 - Climate change,-379.5667602
Previous,INDOCO REMEDIES LIMITED,Pharmaceuticals,270.2747878,03 - Health,80903364.61
Previous,INDOCO REMEDIES LIMITED,Pharmaceuticals,270.2747878,13 - Climate change,-3276.630005
Previous,JcbNext Bhd.,Technology,45.90326742,03 - Health,-13.19511334
Previous,JcbNext Bhd.,Technology,45.90326742,13 - Climate change,-374.5562273
Previous,"Care Service Co., Ltd.",Health Care Services,15.25355694,03 - Health,-38.51262251
Previous,"Care Service Co., Ltd.",Health Care Services,15.25355694,13 - Climate change,-3793.567895
Previous,Cal Bank Ltd.,Banks,75.72886533,03 - Health,-191.5193481
Previous,Cal Bank Ltd.,Banks,75.72886533,13 - Climate change,-485.4967759
Previous,RIGHTMOVE PLC,Technology,7508.868465,03 - Health,-8.220384721
Previous,RIGHTMOVE PLC,Technology,7508.868465,13 - Climate change,-67.92743216
Previous,DIAGNOSTICOS DA AMERICA S.A.,Health Care Services,8663.958116,03 - Health,89518756.8
Previous,DIAGNOSTICOS DA AMERICA S.A.,Health Care Services,8663.958116,13 - Climate change,-801.8854619
Previous,CRYSTAL VALLEY FINANCIAL CORPORATION,Banks,76.5406,03 - Health,-191.5193481
Previous,CRYSTAL VALLEY FINANCIAL CORPORATION,Banks,76.5406,13 - Climate change,-177.1036765
Previous,MANGALAM DRUGS AND ORGANICS LIMITED,Pharmaceuticals,6.730173831,03 - Health,83699310.71
Previous,MANGALAM DRUGS AND ORGANICS LIMITED,Pharmaceuticals,6.730173831,13 - Climate change,-1956.169942
Previous,CHINA SHINEWAY PHARMACEUTICAL GROUP LIMITED,Pharmaceuticals,514.2493962,03 - Health,-736.0209414
Previous,CHINA SHINEWAY PHARMACEUTICAL GROUP LIMITED,Pharmaceuticals,514.2493962,13 - Climate change,-12553.57071
Previous,"LHC GROUP, INC.",Health Care Services,6642.75,03 - Health,5226146.314
Previous,"LHC GROUP, INC.",Health Care Services,6642.75,13 - Climate change,-324.2265042
Previous,The Second Cup Ltd.,Restaurants,16.78845982,03 - Health,-365.5681145
Previous,The Second Cup Ltd.,Restaurants,16.78845982,13 - Climate change,-1801.284675
Previous,"""Nurbank"" Joint Stock Company",Banks,321.8177603,03 - Health,-191.5193481
Previous,"""Nurbank"" Joint Stock Company",Banks,321.8177603,13 - Climate change,-177.1036765
Previous,Vivimed Labs Ltd.,Pharmaceuticals,8.433329355,03 - Health,72693760.79
Previous,Vivimed Labs Ltd.,Pharmaceuticals,8.433329355,13 - Climate change,-2716.504733
Previous,"Lotus Pharmaceutical Co.,Ltd.",Pharmaceuticals,648.800582,03 - Health,76766057.14
Previous,"Lotus Pharmaceutical Co.,Ltd.",Pharmaceuticals,648.800582,13 - Climate change,-1794.5905
Previous,ALLIED BANK LIMITED,Banks,631.2274962,03 - Health,-191.5193481
Previous,ALLIED BANK LIMITED,Banks,631.2274962,13 - Climate change,-956.8623177
Previous,Public Company Joint-Stock Bank PIVDENNYI,Banks,40.82824465,03 - Health,-191.5193481
Previous,Public Company Joint-Stock Bank PIVDENNYI,Banks,40.82824465,13 - Climate change,-177.1036765
Previous,Jazeera Airways Co. (K.S.C.P),Airlines,481.36784,03 - Health,-9697.894044
Previous,Jazeera Airways Co. (K.S.C.P),Airlines,481.36784,13 - Climate change,-49044.68527
Previous,"Changzhou Qianhong Biopharma Co., Ltd.",Pharmaceuticals,760.6942924,03 - Health,77904029.09
Previous,"Changzhou Qianhong Biopharma Co., Ltd.",Pharmaceuticals,760.6942924,13 - Climate change,-1903.727785
